,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,89,79,175,157,93,89,179,145,129,179,167
1,95,101,143,119,83,177,179,167,155,157,143
2,87,173,93,123,165,179,173,101,165,121,179
3,173,155,141,167,159,171,171,137,125,179,111
4,125,149,97,111,105,171,103,169,171,133,149
5,177,165,105,131,83,69,175,179,173,143,179
6,149,153,169,97,149,179,175,65,109,111,113
7,141,179,149,133,99,179,167,135,155,119,123
8,175,165,135,131,167,93,171,131,175,77,153
9,159,159,135,95,159,111,87,141,171,101,175
