,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,161,179,111,67,49,49,47,63,103,175,179
1,179,147,95,63,65,71,37,59,57,177,151
2,159,127,85,75,43,39,41,67,179,131,119
3,163,179,111,71,39,49,55,59,67,179,179
4,139,163,97,71,47,43,49,45,79,169,177
5,161,91,113,71,43,41,41,89,115,179,157
6,119,131,75,95,47,39,35,49,95,109,177
7,83,131,123,85,33,53,55,83,157,151,173
8,179,179,93,97,45,55,35,75,117,133,167
9,167,167,115,41,47,65,175,101,159,79,105
