,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.00,-3.59,-3.21,-3.43,-3.34,-3.55,-3.44,-3.54,-3.46,-3.44,-3.21,-3.33,-3.31,-3.31,-3.17
1,-3.59,0.00,-3.55,-3.64,-3.55,-3.73,-3.63,-3.28,-3.63,-3.51,-3.42,-3.47,-3.51,-3.50,-3.37
2,-3.21,-3.55,0.00,-3.39,-3.24,-3.49,-3.36,-3.49,-3.40,-3.38,-3.08,-3.32,-3.26,-3.27,-3.13
3,-3.43,-3.64,-3.39,0.00,-3.34,-3.55,-3.47,-3.55,-3.47,-3.43,-3.21,-3.37,-3.34,-3.32,-3.17
4,-3.34,-3.55,-3.24,-3.34,0.00,-3.44,-3.28,-3.50,-3.37,-3.36,-3.01,-3.23,-3.20,-3.21,-3.07
5,-3.55,-3.73,-3.49,-3.55,-3.44,0.00,-3.50,-3.63,-3.57,-3.52,-3.33,-3.47,-3.41,-3.40,-3.30
6,-3.44,-3.63,-3.36,-3.47,-3.28,-3.50,0.00,-3.55,-3.48,-3.45,-3.21,-3.33,-3.28,-3.31,-3.21
7,-3.54,-3.28,-3.49,-3.55,-3.50,-3.63,-3.55,0.00,-3.52,-3.51,-3.33,-3.41,-3.41,-3.42,-3.27
8,-3.46,-3.63,-3.40,-3.47,-3.37,-3.57,-3.48,-3.52,0.00,-3.43,-3.21,-3.39,-3.34,-3.33,-3.21
9,-3.44,-3.51,-3.38,-3.43,-3.36,-3.52,-3.45,-3.51,-3.43,0.00,-3.20,-3.33,-3.31,-3.26,-3.16
10,-3.21,-3.42,-3.08,-3.21,-3.01,-3.33,-3.21,-3.33,-3.21,-3.20,0.00,-3.16,-3.09,-3.10,-2.95
11,-3.33,-3.47,-3.32,-3.37,-3.23,-3.47,-3.33,-3.41,-3.39,-3.33,-3.16,0.00,-3.25,-3.21,-3.10
12,-3.31,-3.51,-3.26,-3.34,-3.20,-3.41,-3.28,-3.41,-3.34,-3.31,-3.09,-3.25,0.00,-3.15,-3.05
13,-3.31,-3.50,-3.27,-3.32,-3.21,-3.40,-3.31,-3.42,-3.33,-3.26,-3.10,-3.21,-3.15,0.00,-3.05
14,-3.17,-3.37,-3.13,-3.17,-3.07,-3.30,-3.21,-3.27,-3.21,-3.16,-2.95,-3.10,-3.05,-3.05,0.00
