,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-5.84489261281725,-5.14699612974699,-5.34046688212925,-5.4684586383285705,-5.932169705450811,-5.871214506016238,-5.653363364280104,-5.808512527977515,-4.957187837690858,-5.862090369324933,-5.738917253345358
1,-5.772723071266103,-5.248025190504088,-5.667126536581414,-5.591366132482104,-5.776476268309986,-5.5594645823128594,-5.818162976416061,-5.860083237089298,-4.421461111214523,-5.686009722116362,-5.576748369493414
2,-5.820180764628833,-5.183484287027709,-5.266726361537503,-5.377293773107349,-5.537224444989725,-5.7680308486594,-5.8501036793740555,-5.954857901955457,-4.1651614003695645,-5.744851374079649,-5.775046378458735
3,-5.703756712015844,-5.2802105818919385,-5.400011217344436,-5.431766340094282,-5.473356033197075,-5.934831161456585,-5.702893071915793,-5.927543155997866,-4.960878681767021,-5.627285155581745,-5.751691211483783
4,-5.917604300823984,-5.012763952443873,-5.407018073831568,-6.020419376114833,-5.464931657142163,-5.827592958831713,-5.709843556736371,-6.104678419455124,-4.804313767908763,-5.701502572221117,-5.664557229874563
5,-5.731305994991771,-5.272738277023572,-5.623903259905591,-5.691787271808767,-5.806557534091931,-6.125344174204225,-5.627505328304986,-5.83540275829124,-4.719413113399598,-5.822827957682614,-5.799429281474167
6,-5.942056087400244,-5.35053844241449,-5.647906302168281,-5.457489214547393,-5.464663467759596,-5.576422483689047,-5.73458913925994,-5.768876100310267,-4.998455681814094,-5.674981652929788,-5.523452765339017
7,-5.915273596366435,-5.318894693093273,-5.3889793006882725,-5.8452369557790735,-5.641342572171136,-5.959848658370174,-5.684842952545075,-5.8534372114101725,-4.642083871250945,-5.855404197668888,-5.470416257498851
8,-5.782837439663037,-5.570002844866578,-5.371289367663206,-5.634169552808896,-5.610243654713251,-5.551785484141797,-5.799477665485386,-5.727417206076648,-4.310698166024299,-5.6128578781822895,-5.55297519763455
9,-5.831492585714154,-5.343809247848781,-5.476653967688669,-5.720738832845709,-5.633348401590574,-5.9834788802130765,-5.82649710961681,-5.8589034639594,-4.835703876820033,-5.628080433779215,-5.503945473051596
