,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,151,155,57,43,31,35,29,77,45,175,151
1,179,157,59,37,25,33,33,59,33,179,173
2,179,137,43,43,33,39,33,73,29,177,141
3,141,169,43,37,25,41,25,63,43,179,127
4,177,179,67,55,27,47,37,43,35,151,157
5,175,169,51,43,37,39,25,67,43,139,97
6,113,177,35,47,23,55,25,65,53,159,73
7,167,111,35,35,31,43,29,59,39,163,75
8,175,175,59,45,33,47,31,79,25,145,85
9,139,121,37,49,45,37,31,81,37,179,115
