,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,179,173,121,103,109,179,179,179,67,173,109
1,177,173,145,111,75,81,179,161,145,163,161
2,141,165,155,93,77,179,179,177,83,179,163
3,179,179,121,81,77,179,179,179,71,177,177
4,173,161,103,119,77,87,179,171,129,179,175
5,163,143,101,121,103,179,179,179,69,171,149
6,179,177,111,121,85,71,179,179,65,143,179
7,179,179,149,85,67,177,179,179,117,169,179
8,165,139,83,89,65,59,179,139,63,179,157
9,179,177,105,97,65,67,179,179,75,165,169
