,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,155,179,69,65,47,43,37,167,55,179,113
1,175,165,83,51,69,53,179,91,47,179,159
2,173,175,71,61,47,53,41,75,47,173,123
3,179,175,55,73,43,41,55,97,85,179,157
4,73,163,71,65,43,49,179,67,85,173,175
5,179,177,55,49,63,51,43,83,49,175,179
6,177,177,71,79,55,43,45,53,53,161,161
7,177,179,77,47,53,55,51,79,45,175,125
8,159,161,61,73,49,75,49,77,49,179,173
9,179,159,73,61,55,59,179,79,41,175,177
