,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-2.89,-2.41,-2.35,-2.38,-2.56,,,-2.79,-2.06,-2.77,
1,-2.81,-2.29,-2.41,-2.40,-2.64,,,-2.71,-2.03,-2.76,
2,-2.86,-2.41,-2.38,-2.59,-2.56,,,-2.81,-2.07,-2.66,
3,-2.78,-2.27,-2.47,-2.50,-2.60,,,-2.80,-1.92,-2.74,
4,-2.84,-2.53,-2.41,-2.54,-2.49,,,-2.79,-2.15,-2.69,
5,-2.85,-2.51,-2.43,-2.40,-2.49,,,-2.78,-2.06,-2.73,
6,-2.83,-2.34,-2.51,-2.53,-2.45,,,-2.82,-1.95,-2.73,
7,-2.89,-2.45,-2.51,-2.32,-2.47,,,-2.76,-1.97,-2.81,
8,-2.78,-2.41,-2.45,-2.57,-2.47,,,-2.75,-1.93,-2.73,
9,-2.85,-2.45,-2.60,-2.38,-2.49,,,-2.76,-2.17,-2.73,
10,-2.94,-2.37,-2.40,-2.66,-2.73,,,-2.78,-2.21,-2.72,
11,-2.90,-2.39,-2.35,-2.45,-2.63,,,-2.82,-2.20,-2.66,
12,-2.84,-2.47,-2.38,-2.45,-2.57,,,-2.88,-1.97,-2.81,
13,-2.80,-2.29,-2.56,-2.37,-2.55,,,-2.71,-2.17,-2.76,
14,-2.90,-2.35,-2.32,-2.44,-2.63,,,-2.71,-2.06,-2.71,
15,-2.87,-2.31,-2.57,-2.58,-2.59,,,-2.88,-1.96,-2.77,
16,-2.88,-2.54,-2.55,-2.49,-2.72,,,-2.76,-2.08,-2.76,
17,-2.82,-2.27,-2.26,-2.54,-2.61,,,-2.75,-2.15,-2.68,
18,-2.83,-2.47,-2.45,-2.78,-2.44,,,-2.74,-1.81,-2.83,
19,-2.86,-2.38,-2.34,-2.34,-2.68,,,-2.87,-1.74,-2.72,
20,-2.85,-2.34,-2.62,-2.48,-2.56,,,-2.99,-2.02,-2.74,
21,-2.83,-2.42,-2.41,-2.40,-2.56,,,-2.85,-2.06,-2.82,
