,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,-2.89,-2.40,-2.34,-2.55,-2.55,,,-2.73,-2.19,-2.76,
1,-2.81,-2.30,-2.55,-2.55,-2.49,,,-2.68,-2.04,-2.77,
2,-2.87,-2.44,-2.40,-2.58,-2.51,,,-2.71,-2.28,-2.64,
3,-2.77,-2.26,-2.52,-2.55,-2.55,,,-2.72,-2.07,-2.74,
4,-2.84,-2.53,-2.42,-2.50,-2.52,,,-2.72,-2.18,-2.68,
5,-2.85,-2.52,-2.51,-2.60,-2.65,,,-2.75,-2.08,-2.74,
6,-2.83,-2.34,-2.43,-2.62,-2.55,,,-2.78,-2.35,-2.74,
7,-2.89,-2.45,-2.40,-2.46,-2.57,,,-2.73,-2.13,-2.81,
8,-2.78,-2.40,-2.49,-2.49,-2.66,,,-2.70,-2.18,-2.73,
9,-2.85,-2.45,-2.58,-2.48,-2.49,,,-2.74,-2.10,-2.71,
10,-2.96,-2.38,-2.51,-2.55,-2.77,,,-2.71,-2.32,-2.72,
11,-2.90,-2.39,-2.40,-2.57,-2.65,,,-2.76,-2.21,-2.66,
12,-2.85,-2.50,-2.41,-2.58,-2.58,,,-2.84,-2.03,-2.82,
13,-2.80,-2.28,-2.45,-2.47,-2.53,,,-2.70,-2.17,-2.78,
14,-2.90,-2.34,-2.38,-2.60,-2.65,,,-2.65,-2.47,-2.70,
15,-2.88,-2.30,-2.53,-2.52,-2.60,,,-2.80,-2.06,-2.76,
16,-2.88,-2.53,-2.48,-2.47,-2.63,,,-2.68,-2.36,-2.76,
17,-2.82,-2.27,-2.32,-2.62,-2.55,,,-2.72,-2.36,-2.66,
18,-2.84,-2.46,-2.36,-2.79,-2.49,,,-2.70,-1.98,-2.80,
19,-2.87,-2.39,-2.50,-2.50,-2.63,,,-2.82,-2.09,-2.72,
20,-2.84,-2.35,-2.61,-2.67,-2.66,,,-2.95,-2.08,-2.73,
21,-2.84,-2.42,-2.33,-2.55,-2.57,,,-2.78,-2.01,-2.81,
22,-2.86,-2.29,-2.53,-2.55,-2.45,,,-2.74,-2.26,-2.70,
23,-2.90,-2.36,-2.49,-2.69,-2.51,,,-2.76,-2.13,-2.72,
24,-2.83,-2.28,-2.45,-2.54,-2.47,,,-2.72,-2.62,-2.87,
25,-2.91,-2.31,-2.44,-2.53,-2.65,,,-2.70,-2.30,-2.71,
26,-2.89,-2.39,-2.40,-2.53,-2.67,,,-2.72,-2.14,-2.80,
27,-2.82,-2.37,-2.44,-2.65,-2.55,,,-2.83,-2.19,-2.80,
28,-2.82,-2.40,-2.55,-2.46,-2.46,,,-2.68,-2.06,-2.69,
29,-2.91,-2.35,-2.53,-2.46,-2.50,,,-2.79,-2.03,-2.64,
30,-2.95,-2.47,-2.51,-2.55,-2.53,,,-2.74,-2.10,-2.68,
31,-2.84,-2.43,-2.33,-2.65,-2.53,,,-2.72,-1.95,-2.70,
32,-2.82,-2.45,-2.50,-2.48,-2.58,,,-2.79,-2.34,-2.76,
33,-2.92,-2.41,-2.54,-2.58,-2.47,,,-2.78,-2.04,-2.76,
34,-2.81,-2.35,-2.53,-2.50,-2.61,,,-2.79,-2.05,-2.69,
35,-2.82,-2.41,-2.47,-2.62,-2.73,,,-2.82,-2.13,-2.73,
36,-2.81,-2.41,-2.47,-2.67,-2.53,,,-2.66,-2.05,-2.79,
37,-2.88,-2.43,-2.61,-2.56,-2.48,,,-2.77,-2.36,-2.89,
38,-2.92,-2.29,-2.46,-2.69,-2.48,,,-2.85,-2.42,-2.76,
39,-2.90,-2.25,-2.45,-2.48,-2.56,,,-2.73,-2.02,-2.71,
40,-2.89,-2.40,-2.44,-2.37,-2.53,,,-2.82,-2.10,-2.75,
41,-2.82,-2.39,-2.40,-2.53,-2.65,,,-2.75,-2.20,-2.74,
42,-2.88,-2.38,-2.41,-2.46,-2.65,,,-2.67,-2.18,-2.76,
43,-2.84,-2.36,-2.45,-2.65,-2.70,,,-2.71,-2.55,-2.66,
44,-2.82,-2.37,-2.44,-2.51,-2.76,,,-2.76,-2.15,-2.74,
45,-2.90,-2.32,-2.34,-2.49,-2.69,,,-2.73,-2.08,-2.67,
46,-2.87,-2.36,-2.44,-2.59,-2.63,,,-2.79,-2.16,-2.75,
47,-2.79,-2.39,-2.39,-2.60,-2.67,,,-2.82,-2.11,-2.81,
48,-2.83,-2.27,-2.47,-2.50,-2.58,,,-2.79,-2.05,-2.73,
49,-2.92,-2.32,-2.38,-2.47,-2.68,,,-2.66,-2.15,-2.74,
50,-2.99,-2.48,-2.66,-2.56,-2.65,,,-2.91,-2.09,-2.67,
51,-2.77,-2.32,-2.68,-2.47,-2.68,,,-2.74,-2.20,-2.73,
52,-2.85,-2.43,-2.43,-2.40,-2.62,,,-2.70,-2.20,-2.77,
53,-2.77,-2.36,-2.46,-2.52,-2.45,,,-2.69,-2.05,-2.78,
54,-2.81,-2.35,-2.45,-2.46,-2.46,,,-2.70,-2.48,-2.75,
55,-2.88,-2.38,-2.40,-2.40,-2.60,,,-2.93,-2.19,-2.66,
56,-2.90,-2.32,-2.39,-2.49,-2.57,,,-2.62,-1.97,-2.80,
57,-2.76,-2.44,-2.52,-2.67,-2.55,,,-2.89,-2.10,-2.68,
58,-2.89,-2.43,-2.41,-2.55,-2.49,,,-2.70,-2.27,-2.74,
59,-2.83,-2.53,-2.64,-2.65,-2.66,,,-2.63,-2.10,-2.73,
60,-2.82,-2.46,-2.46,-2.50,-2.62,,,-2.73,-2.16,-2.80,
61,-2.83,-2.40,-2.38,-2.48,-2.44,,,-2.73,-2.08,-2.73,
62,-2.83,-2.39,-2.47,-2.48,-2.58,,,-2.72,-2.40,-2.75,
63,-2.87,-2.51,-2.41,-2.45,-2.58,,,-2.81,-2.24,-2.73,
64,-2.91,-2.45,-2.48,-2.46,-2.58,,,-2.74,-2.19,-2.73,
65,-2.84,-2.46,-2.43,-2.47,-2.57,,,-2.68,-2.24,-2.72,
66,-2.84,-2.40,-2.50,-2.71,-2.73,,,-2.78,-2.25,-2.68,
67,-2.88,-2.38,-2.55,-2.57,-2.67,,,-2.76,-2.04,-2.77,
68,-2.79,-2.36,-2.54,-2.63,-2.58,,,-2.78,-2.20,-2.74,
69,-2.81,-2.32,-2.48,-2.46,-2.51,,,-2.77,-1.99,-2.68,
70,-2.83,-2.35,-2.48,-2.67,-2.55,,,-2.74,-2.01,-2.73,
71,-2.91,-2.43,-2.50,-2.57,-2.42,,,-2.67,-2.34,-2.66,
72,-2.85,-2.39,-2.51,-2.56,-2.64,,,-2.60,-1.98,-2.86,
73,-2.85,-2.42,-2.46,-2.48,-2.61,,,-2.83,-2.16,-2.78,
74,-2.95,-2.50,-2.48,-2.62,-2.51,,,-2.72,-2.12,-2.75,
75,-2.79,-2.46,-2.62,-2.63,-2.48,,,-2.81,-1.96,-2.81,
76,-2.82,-2.39,-2.41,-2.50,-2.76,,,-2.72,-2.07,-2.68,
77,-2.83,-2.37,-2.44,-2.57,-2.62,,,-2.75,-2.18,-2.85,
78,-2.92,-2.29,-2.58,-2.54,-2.47,,,-2.85,-2.01,-2.79,
79,-2.75,-2.48,-2.41,-2.50,-2.70,,,-2.79,-2.35,-2.71,
80,-2.89,-2.42,-2.47,-2.49,-2.68,,,-2.92,-2.16,-2.82,
81,-2.78,-2.46,-2.53,-2.65,-2.64,,,-2.92,-2.45,-2.74,
82,-2.91,-2.37,-2.44,-2.56,-2.65,,,-2.81,-2.16,-2.69,
83,-2.84,-2.32,-2.36,-2.59,-2.56,,,-2.87,-2.02,-2.75,
84,-2.80,-2.50,-2.38,-2.65,-2.45,,,-2.73,-2.42,-2.75,
85,-2.82,-2.39,-2.52,-2.47,-2.59,,,-2.86,-2.48,-2.73,
86,-2.84,-2.45,-2.34,-2.39,-2.62,,,-2.62,-2.11,-2.74,
87,-2.76,-2.33,-2.43,-2.51,-2.50,,,-2.74,-2.26,-2.75,
88,-2.85,-2.43,-2.46,-2.48,-2.68,,,-2.79,-2.14,-2.87,
89,-2.82,-2.34,-2.40,-2.45,-2.54,,,-2.64,-2.17,-2.70,
90,-2.90,-2.36,-2.58,-2.54,-2.42,,,-2.89,-2.27,-2.72,
91,-2.90,-2.42,-2.68,-2.81,-2.65,,,-2.74,-2.22,-2.72,
92,-2.88,-2.46,-2.59,-2.51,-2.45,,,-2.71,-2.26,-2.70,
93,-2.95,-2.33,-2.63,-2.55,-2.61,,,-2.76,-2.20,-2.67,
94,-2.86,-2.31,-2.50,-2.52,-2.54,,,-2.81,-2.10,-2.78,
95,-2.87,-2.32,-2.54,-2.50,-2.64,,,-2.79,-3.21,-2.73,
96,-2.78,-2.33,-2.33,-2.45,-2.53,,,-2.72,-2.22,-2.71,
97,-2.93,-2.34,-2.40,-2.50,-2.55,,,-2.81,-2.21,-2.82,
98,-2.86,-2.44,-2.44,-2.51,-2.60,,,-2.87,-2.15,-2.72,
99,-2.81,-2.22,-2.38,-2.51,-2.51,,,-2.85,-2.06,-2.72,
100,-2.87,-2.38,-2.39,-2.55,-2.52,,,-2.88,-2.13,-2.72,
101,-2.91,-2.33,-2.64,-2.56,-2.55,,,-2.77,-2.08,-2.71,
102,-2.86,-2.37,-2.45,-2.54,-2.62,,,-2.93,-2.11,-2.74,
103,-2.84,-2.22,-2.57,-2.52,-2.56,,,-2.65,-2.51,-2.78,
104,-2.87,-2.29,-2.55,-2.46,-2.67,,,-2.83,-1.88,-2.77,
105,-2.83,-2.38,-2.45,-2.46,-2.48,,,-2.80,-2.03,-2.70,
106,-2.81,-2.42,-2.47,-2.50,-2.44,,,-2.66,-2.06,-2.82,
107,-2.88,-2.33,-2.43,-2.63,-2.54,,,-2.72,-2.26,-2.77,
108,-2.88,-2.28,-2.53,-2.52,-2.69,,,-2.73,-2.28,-2.78,
109,-2.83,-2.34,-2.66,-2.59,-2.57,,,-2.89,-2.02,-2.73,
110,-2.89,-2.37,-2.57,-2.63,-2.62,,,-2.79,-2.02,-2.76,
111,-2.77,-2.43,-2.48,-2.46,-2.85,,,-2.93,-2.22,-2.75,
112,-2.77,-2.41,-2.59,-2.56,-2.54,,,-2.82,-2.10,-2.74,
113,-2.92,-2.39,-2.47,-2.50,-2.59,,,-2.75,-2.06,-2.73,
