,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.00,-0.20,-0.06,0.40,0.43,-0.19,-0.13,-0.19,0.24,-0.36,0.34,0.32,0.04,-0.15,-0.13,0.74,0.09,0.38,-0.12,0.19,0.05,0.29,0.30,-0.43,-0.08,0.03,-0.31,-0.09,-0.12,-0.02,-0.36,0.24,0.37,0.20,-0.42,-0.09,0.32,-0.30,-0.43,-0.25,-0.33,0.12,-0.36,-0.25,-0.13,-0.09,0.17,0.00,-0.03,-0.08
1,-0.20,1.00,0.01,-0.09,0.00,0.06,0.10,0.03,0.01,0.10,-0.13,-0.14,-0.07,0.09,-0.04,0.04,0.16,0.19,-0.14,-0.05,0.40,-0.11,0.29,0.11,-0.09,0.01,0.14,-0.01,0.06,-0.04,0.12,-0.14,-0.06,-0.17,0.21,0.06,-0.13,0.01,0.10,0.15,0.07,0.13,0.05,0.07,0.07,0.05,0.02,0.06,0.04,0.02
2,-0.06,0.01,1.00,-0.10,0.01,0.12,-0.15,0.13,0.27,-0.29,-0.15,-0.13,-0.12,0.13,-0.09,-0.06,-0.06,0.02,0.04,0.09,-0.04,0.08,-0.04,-0.13,0.19,-0.17,-0.13,0.18,0.15,0.35,-0.13,0.03,-0.01,0.08,-0.07,0.03,0.16,-0.07,-0.06,-0.25,-0.17,-0.20,-0.02,-0.16,-0.06,-0.06,-0.09,-0.06,0.01,-0.05
3,0.40,-0.09,-0.10,1.00,0.38,0.00,-0.09,0.00,0.01,-0.20,0.23,-0.02,0.26,-0.10,-0.08,0.43,0.08,0.31,0.00,0.27,0.30,-0.01,0.40,-0.08,-0.16,0.04,-0.10,-0.10,-0.14,0.04,-0.12,0.12,0.12,0.09,-0.08,0.08,-0.05,-0.14,-0.14,-0.03,-0.10,0.08,-0.06,-0.06,-0.05,-0.10,0.03,0.03,-0.03,-0.00
4,0.43,0.00,0.01,0.38,1.00,-0.12,0.08,-0.14,0.12,-0.25,0.34,0.06,0.17,-0.20,0.06,0.47,-0.01,0.49,-0.00,0.28,0.26,0.07,0.46,-0.25,-0.18,-0.05,-0.15,-0.08,-0.05,0.11,-0.18,0.11,0.12,0.10,-0.28,-0.06,0.09,-0.17,-0.23,-0.20,-0.16,-0.03,-0.23,-0.11,-0.07,-0.11,-0.04,0.01,-0.02,-0.06
5,-0.19,0.06,0.12,0.00,-0.12,1.00,0.22,0.31,0.07,0.01,-0.09,-0.29,0.04,0.20,0.15,-0.16,0.03,-0.04,0.08,0.02,0.03,-0.10,-0.03,0.23,0.10,-0.00,0.16,-0.06,0.21,0.17,0.00,-0.04,-0.09,0.01,0.16,0.12,-0.17,0.02,0.20,0.08,0.08,-0.11,0.19,0.03,-0.05,-0.07,-0.20,0.03,-0.00,0.04
6,-0.13,0.10,-0.15,-0.09,0.08,0.22,1.00,0.12,0.05,0.21,0.11,-0.05,0.23,0.02,0.35,-0.05,0.06,0.12,0.13,0.03,0.09,-0.06,0.08,0.09,-0.04,0.18,0.13,0.09,0.30,-0.04,-0.03,-0.07,-0.08,-0.04,0.03,-0.16,-0.08,-0.02,0.05,-0.01,0.02,-0.08,0.02,-0.01,-0.04,-0.07,-0.11,-0.03,-0.03,-0.00
7,-0.19,0.03,0.13,0.00,-0.14,0.31,0.12,1.00,0.05,0.08,-0.10,-0.28,0.00,0.27,-0.11,-0.19,0.08,-0.07,0.11,0.01,-0.02,-0.09,-0.06,0.26,-0.03,0.03,0.07,0.15,0.17,0.10,0.02,-0.02,-0.11,0.01,0.13,0.11,-0.13,-0.01,0.16,0.02,0.05,-0.11,0.21,0.03,-0.07,-0.03,-0.15,0.02,0.01,0.02
8,0.24,0.01,0.27,0.01,0.12,0.07,0.05,0.05,1.00,-0.26,0.15,-0.01,-0.11,-0.05,-0.03,0.25,0.27,0.15,-0.14,0.15,-0.01,0.09,0.09,-0.14,-0.18,0.08,-0.05,0.01,0.03,0.07,-0.20,0.04,0.12,0.07,-0.15,-0.08,0.15,-0.17,-0.23,-0.12,-0.19,-0.01,-0.13,-0.20,-0.05,-0.05,-0.04,-0.00,0.05,-0.05
9,-0.36,0.10,-0.29,-0.20,-0.25,0.01,0.21,0.08,-0.26,1.00,-0.13,-0.03,-0.10,0.07,0.19,-0.29,0.09,-0.30,-0.01,-0.23,-0.10,-0.22,-0.22,0.24,-0.07,0.25,0.22,0.02,0.18,-0.31,0.31,-0.25,-0.26,-0.27,0.23,-0.09,-0.18,0.18,0.24,0.22,0.22,0.07,0.13,0.18,0.13,0.09,-0.02,-0.01,0.00,0.01
