,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.00,0.33,0.15,0.18,0.19,0.01,0.04,0.32,0.14,-0.11,0.23,-0.06,-0.13,-0.22
1,-0.00,1.00,-0.08,0.07,-0.02,0.05,0.14,-0.25,0.12,0.23,0.07,-0.04,-0.01,-0.03,-0.03
2,0.33,-0.08,1.00,0.22,0.38,-0.08,-0.18,0.02,0.31,0.00,-0.35,0.13,-0.06,0.14,-0.07
3,0.15,0.07,0.22,1.00,0.03,0.11,0.09,-0.01,0.15,0.03,-0.03,0.05,0.02,0.07,0.00
4,0.18,-0.02,0.38,0.03,1.00,-0.04,-0.14,0.18,0.21,0.24,-0.43,0.31,-0.02,-0.14,-0.14
5,0.19,0.05,-0.08,0.11,-0.04,1.00,0.25,0.12,0.08,0.15,0.06,0.12,0.12,-0.07,-0.10
6,0.01,0.14,-0.18,0.09,-0.14,0.25,1.00,0.08,0.03,0.15,0.17,-0.00,0.21,0.04,-0.01
7,0.04,-0.25,0.02,-0.01,0.18,0.12,0.08,1.00,-0.05,0.05,-0.04,0.13,0.19,0.03,0.13
8,0.32,0.12,0.31,0.15,0.21,0.08,0.03,-0.05,1.00,0.10,-0.20,0.06,-0.05,0.10,-0.21
9,0.14,0.23,0.00,0.03,0.24,0.15,0.15,0.05,0.10,1.00,-0.13,0.06,-0.00,-0.19,-0.21
10,-0.11,0.07,-0.35,-0.03,-0.43,0.06,0.17,-0.04,-0.20,-0.13,1.00,0.00,0.03,0.16,0.09
11,0.23,-0.04,0.13,0.05,0.31,0.12,-0.00,0.13,0.06,0.06,0.00,1.00,0.02,0.01,-0.24
12,-0.06,-0.01,-0.06,0.02,-0.02,0.12,0.21,0.19,-0.05,-0.00,0.03,0.02,1.00,0.08,0.17
13,-0.13,-0.03,0.14,0.07,-0.14,-0.07,0.04,0.03,0.10,-0.19,0.16,0.01,0.08,1.00,0.10
14,-0.22,-0.03,-0.07,0.00,-0.14,-0.10,-0.01,0.13,-0.21,-0.21,0.09,-0.24,0.17,0.10,1.00
