,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.27,0.41,0.03,0.16,-0.05,-0.17,0.16,-0.14,0.00,-0.04,0.19,-0.12,-0.10,-0.04
1,-0.27,1.00,-0.22,0.06,-0.19,-0.07,0.17,-0.66,0.24,0.33,-0.00,-0.38,-0.11,-0.10,-0.17
2,0.41,-0.22,1.00,-0.06,0.20,-0.04,-0.16,0.15,-0.04,-0.06,-0.11,-0.00,-0.04,0.14,0.06
3,0.03,0.06,-0.06,1.00,-0.08,-0.02,0.07,-0.05,-0.09,0.04,0.12,-0.09,0.03,0.09,0.11
4,0.16,-0.19,0.20,-0.08,1.00,-0.17,-0.31,0.13,-0.25,-0.09,-0.18,0.27,-0.21,-0.16,0.01
5,-0.05,-0.07,-0.04,-0.02,-0.17,1.00,0.22,0.10,0.10,-0.17,0.03,0.04,0.16,-0.06,-0.02
6,-0.17,0.17,-0.16,0.07,-0.31,0.22,1.00,-0.12,0.08,0.10,0.08,-0.26,0.24,0.15,-0.08
7,0.16,-0.66,0.15,-0.05,0.13,0.10,-0.12,1.00,-0.23,-0.15,-0.03,0.35,0.15,0.06,0.21
8,-0.14,0.24,-0.04,-0.09,-0.25,0.10,0.08,-0.23,1.00,-0.17,-0.16,-0.10,-0.00,0.18,-0.09
9,0.00,0.33,-0.06,0.04,-0.09,-0.17,0.10,-0.15,-0.17,1.00,0.07,-0.25,0.03,-0.14,-0.10
10,-0.04,-0.00,-0.11,0.12,-0.18,0.03,0.08,-0.03,-0.16,0.07,1.00,0.06,0.07,-0.09,-0.02
11,0.19,-0.38,-0.00,-0.09,0.27,0.04,-0.26,0.35,-0.10,-0.25,0.06,1.00,-0.07,-0.15,-0.06
12,-0.12,-0.11,-0.04,0.03,-0.21,0.16,0.24,0.15,-0.00,0.03,0.07,-0.07,1.00,0.26,0.12
13,-0.10,-0.10,0.14,0.09,-0.16,-0.06,0.15,0.06,0.18,-0.14,-0.09,-0.15,0.26,1.00,0.07
14,-0.04,-0.17,0.06,0.11,0.01,-0.02,-0.08,0.21,-0.09,-0.10,-0.02,-0.06,0.12,0.07,1.00
