,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.07,0.37,0.25,0.06,0.16,-0.12,-0.07,0.32,0.05,-0.22,0.28,-0.25,-0.22,-0.33
1,-0.07,1.00,-0.15,0.05,-0.06,0.00,0.18,-0.50,0.05,0.38,0.12,-0.12,-0.18,-0.04,-0.17
2,0.37,-0.15,1.00,0.18,0.49,-0.20,-0.37,-0.06,0.33,-0.08,-0.55,0.09,-0.10,0.13,-0.10
3,0.25,0.05,0.18,1.00,0.03,0.17,0.04,-0.18,0.19,0.05,-0.17,-0.01,-0.11,-0.07,-0.02
4,0.06,-0.06,0.49,0.03,1.00,-0.26,-0.39,0.04,0.18,0.16,-0.64,0.18,-0.18,-0.14,-0.12
5,0.16,0.00,-0.20,0.17,-0.26,1.00,0.37,0.01,0.01,0.02,0.07,0.05,0.10,-0.10,-0.07
6,-0.12,0.18,-0.37,0.04,-0.39,0.37,1.00,-0.02,-0.10,0.11,0.29,-0.14,0.24,0.11,-0.02
7,-0.07,-0.50,-0.06,-0.18,0.04,0.01,-0.02,1.00,-0.07,-0.12,-0.03,0.04,0.20,0.04,0.19
8,0.32,0.05,0.33,0.19,0.18,0.01,-0.10,-0.07,1.00,0.05,-0.36,-0.11,-0.18,0.07,-0.23
9,0.05,0.38,-0.08,0.05,0.16,0.02,0.11,-0.12,0.05,1.00,-0.09,-0.10,-0.24,-0.31,-0.25
10,-0.22,0.12,-0.55,-0.17,-0.64,0.07,0.29,-0.03,-0.36,-0.09,1.00,-0.11,0.12,0.08,0.10
11,0.28,-0.12,0.09,-0.01,0.18,0.05,-0.14,0.04,-0.11,-0.10,-0.11,1.00,-0.03,-0.15,-0.27
12,-0.25,-0.18,-0.10,-0.11,-0.18,0.10,0.24,0.20,-0.18,-0.24,0.12,-0.03,1.00,0.31,0.25
13,-0.22,-0.04,0.13,-0.07,-0.14,-0.10,0.11,0.04,0.07,-0.31,0.08,-0.15,0.31,1.00,0.16
14,-0.33,-0.17,-0.10,-0.02,-0.12,-0.07,-0.02,0.19,-0.23,-0.25,0.10,-0.27,0.25,0.16,1.00
