,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,179,163,165,113,87,95,179,163,107,175,175
1,177,173,133,177,147,179,175,177,159,171,175
2,177,167,173,179,107,179,179,165,179,179,131
3,179,161,179,165,119,179,179,125,143,159,179
4,177,177,125,115,75,169,179,179,177,179,179
5,175,179,131,107,93,179,179,179,131,179,179
6,177,143,151,105,113,179,179,177,153,169,171
7,177,169,171,117,93,179,179,151,173,169,167
8,177,179,135,95,111,179,179,179,179,165,179
9,177,177,161,109,133,85,179,179,175,171,179
