,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.26,0.39,0.09,0.04,-0.02,-0.13,0.17,-0.11,-0.00,0.01,0.16,-0.09,-0.06,0.02
1,-0.26,1.00,-0.25,0.07,-0.16,-0.11,0.16,-0.65,0.17,0.37,0.02,-0.35,-0.14,-0.10,-0.19
2,0.39,-0.25,1.00,-0.03,0.19,-0.04,-0.17,0.16,-0.04,-0.08,-0.09,-0.03,0.01,0.17,0.09
3,0.09,0.07,-0.03,1.00,-0.01,0.01,0.05,-0.06,-0.08,0.04,0.10,-0.07,-0.02,0.05,0.08
4,0.04,-0.16,0.19,-0.01,1.00,-0.20,-0.29,0.13,-0.26,-0.10,-0.14,0.19,-0.15,-0.08,0.10
5,-0.02,-0.11,-0.04,0.01,-0.20,1.00,0.25,0.11,0.07,-0.18,0.06,0.05,0.17,-0.08,-0.06
6,-0.13,0.16,-0.17,0.05,-0.29,0.25,1.00,-0.11,0.09,0.08,0.07,-0.23,0.21,0.12,-0.13
7,0.17,-0.65,0.16,-0.06,0.13,0.11,-0.11,1.00,-0.20,-0.17,-0.02,0.33,0.14,0.04,0.19
8,-0.11,0.17,-0.04,-0.08,-0.26,0.07,0.09,-0.20,1.00,-0.17,-0.17,-0.11,0.00,0.18,-0.11
9,-0.00,0.37,-0.08,0.04,-0.10,-0.18,0.08,-0.17,-0.17,1.00,0.11,-0.24,0.01,-0.15,-0.09
10,0.01,0.02,-0.09,0.10,-0.14,0.06,0.07,-0.02,-0.17,0.11,1.00,0.08,0.03,-0.13,-0.04
11,0.16,-0.35,-0.03,-0.07,0.19,0.05,-0.23,0.33,-0.11,-0.24,0.08,1.00,-0.04,-0.16,-0.03
12,-0.09,-0.14,0.01,-0.02,-0.15,0.17,0.21,0.14,0.00,0.01,0.03,-0.04,1.00,0.23,0.09
13,-0.06,-0.10,0.17,0.05,-0.08,-0.08,0.12,0.04,0.18,-0.15,-0.13,-0.16,0.23,1.00,0.03
14,0.02,-0.19,0.09,0.08,0.10,-0.06,-0.13,0.19,-0.11,-0.09,-0.04,-0.03,0.09,0.03,1.00
