,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.08,0.56,0.17,0.34,-0.03,-0.34,-0.11,0.34,0.11,-0.37,0.31,-0.34,-0.22,-0.33
1,-0.08,1.00,-0.10,-0.04,0.02,0.01,0.07,-0.51,0.11,0.32,0.01,-0.07,-0.11,-0.11,-0.19
2,0.56,-0.10,1.00,0.26,0.41,-0.13,-0.37,-0.08,0.37,0.02,-0.52,0.13,-0.30,0.04,-0.13
3,0.17,-0.04,0.26,1.00,-0.10,0.03,0.02,-0.03,0.08,-0.11,-0.03,-0.09,0.01,0.14,0.15
4,0.34,0.02,0.41,-0.10,1.00,-0.16,-0.47,-0.14,0.28,0.29,-0.65,0.45,-0.43,-0.42,-0.40
5,-0.03,0.01,-0.13,0.03,-0.16,1.00,0.28,0.10,0.05,0.02,0.06,0.01,0.14,-0.06,-0.00
6,-0.34,0.07,-0.37,0.02,-0.47,0.28,1.00,0.11,-0.22,-0.02,0.38,-0.30,0.42,0.25,0.18
7,-0.11,-0.51,-0.08,-0.03,-0.14,0.10,0.11,1.00,-0.17,-0.16,0.10,-0.02,0.26,0.19,0.30
8,0.34,0.11,0.37,0.08,0.28,0.05,-0.22,-0.17,1.00,0.10,-0.42,0.11,-0.28,-0.04,-0.27
9,0.11,0.32,0.02,-0.11,0.29,0.02,-0.02,-0.16,0.10,1.00,-0.23,0.07,-0.19,-0.37,-0.32
10,-0.37,0.01,-0.52,-0.03,-0.65,0.06,0.38,0.10,-0.42,-0.23,1.00,-0.24,0.36,0.24,0.27
11,0.31,-0.07,0.13,-0.09,0.45,0.01,-0.30,-0.02,0.11,0.07,-0.24,1.00,-0.22,-0.32,-0.37
12,-0.34,-0.11,-0.30,0.01,-0.43,0.14,0.42,0.26,-0.28,-0.19,0.36,-0.22,1.00,0.34,0.33
13,-0.22,-0.11,0.04,0.14,-0.42,-0.06,0.25,0.19,-0.04,-0.37,0.24,-0.32,0.34,1.00,0.34
14,-0.33,-0.19,-0.13,0.15,-0.40,-0.00,0.18,0.30,-0.27,-0.32,0.27,-0.37,0.33,0.34,1.00
