,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,179,95,71,63,31,31,37,85,41,147,159
1,177,149,61,45,31,39,33,93,73,163,177
2,83,129,75,63,39,57,35,93,67,71,175
3,175,123,35,55,45,35,27,65,73,179,145
4,171,175,73,69,43,41,31,57,47,103,101
5,177,179,69,53,47,61,25,63,55,157,171
6,165,179,57,43,37,41,35,49,65,179,163
7,155,161,47,65,53,31,27,77,41,173,153
8,179,173,57,47,41,53,35,41,63,179,177
9,159,63,69,65,51,35,33,73,71,133,163
