,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,59,129,113,107,81,177,179,171,171,157,63
1,157,159,145,93,79,85,65,175,105,109,161
2,141,167,99,95,49,57,59,77,171,95,145
3,179,99,135,139,75,65,163,89,85,177,105
4,117,65,67,167,85,69,155,171,169,177,109
5,75,59,81,95,63,57,101,115,179,153,165
6,157,117,129,79,67,55,179,153,167,85,125
7,167,85,151,123,83,63,169,95,167,115,127
8,179,107,75,95,93,71,147,97,61,179,145
9,141,149,111,143,67,67,175,67,51,131,89
