,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,73,91,57,65,89,179,157,173,109,137,111
1,131,177,79,55,83,59,55,95,113,155,125
2,109,151,67,53,111,47,59,121,117,155,69
3,123,63,83,59,47,73,159,101,161,75,179
4,129,77,75,73,69,63,171,107,123,177,151
5,73,97,107,81,101,75,67,53,123,109,101
6,149,83,81,103,51,67,59,85,99,129,65
7,131,159,179,107,43,53,149,107,55,179,51
8,107,103,91,103,51,57,173,145,85,57,75
9,147,173,65,87,85,67,61,107,67,99,75
