,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,169,175,121,129,81,179,179,119,87,177,179
1,179,179,91,85,89,179,179,175,105,167,173
2,177,175,137,107,63,177,179,167,133,179,145
3,179,179,113,111,93,179,179,179,161,155,179
4,159,175,131,115,65,179,179,129,179,179,173
5,157,177,153,111,67,177,179,177,83,179,151
6,149,179,167,125,81,177,179,179,171,179,177
7,179,169,99,63,97,179,179,179,137,163,179
8,179,179,101,101,105,179,179,177,171,175,119
9,175,179,107,99,67,179,179,177,135,179,177
