,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,159,105,133,105,59,69,179,93,101,157,175
1,157,93,123,81,61,55,179,99,171,119,159
2,177,177,149,61,51,81,177,85,179,179,153
3,179,175,119,93,87,61,177,69,101,165,155
4,173,137,93,97,79,61,179,75,169,155,179
5,147,143,151,77,79,63,179,103,135,169,105
6,179,179,77,107,61,69,179,77,169,171,137
7,179,177,119,111,85,59,179,115,133,175,173
8,109,143,97,83,79,67,179,67,109,93,173
9,179,179,145,101,95,175,179,77,173,169,163
