,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.36,0.50,-0.20,0.34,-0.12,-0.32,0.15,-0.02,-0.06,-0.21,0.34,-0.26,-0.17,-0.16
1,-0.36,1.00,-0.31,0.14,-0.23,0.04,0.27,-0.58,0.15,0.31,0.13,-0.33,0.05,-0.01,-0.09
2,0.50,-0.31,1.00,-0.18,0.33,-0.12,-0.29,0.18,0.06,-0.10,-0.36,0.13,-0.20,0.11,-0.02
3,-0.20,0.14,-0.18,1.00,-0.44,0.08,0.28,-0.07,-0.01,-0.00,0.30,-0.31,0.21,0.24,0.28
4,0.34,-0.23,0.33,-0.44,1.00,-0.22,-0.46,0.05,-0.15,-0.06,-0.44,0.53,-0.35,-0.37,-0.33
5,-0.12,0.04,-0.12,0.08,-0.22,1.00,0.27,0.12,0.16,-0.03,0.07,-0.06,0.18,-0.01,0.03
6,-0.32,0.27,-0.29,0.28,-0.46,0.27,1.00,-0.13,0.09,0.11,0.29,-0.38,0.38,0.24,0.09
7,0.15,-0.58,0.18,-0.07,0.05,0.12,-0.13,1.00,-0.13,-0.10,-0.07,0.22,0.10,0.07,0.18
8,-0.02,0.15,0.06,-0.01,-0.15,0.16,0.09,-0.13,1.00,-0.12,-0.14,-0.06,-0.03,0.22,-0.05
9,-0.06,0.31,-0.10,-0.00,-0.06,-0.03,0.11,-0.10,-0.12,1.00,-0.00,-0.16,0.07,-0.12,-0.08
10,-0.21,0.13,-0.36,0.30,-0.44,0.07,0.29,-0.07,-0.14,-0.00,1.00,-0.18,0.22,0.06,0.12
11,0.34,-0.33,0.13,-0.31,0.53,-0.06,-0.38,0.22,-0.06,-0.16,-0.18,1.00,-0.24,-0.31,-0.29
12,-0.26,0.05,-0.20,0.21,-0.35,0.18,0.38,0.10,-0.03,0.07,0.22,-0.24,1.00,0.26,0.20
13,-0.17,-0.01,0.11,0.24,-0.37,-0.01,0.24,0.07,0.22,-0.12,0.06,-0.31,0.26,1.00,0.21
14,-0.16,-0.09,-0.02,0.28,-0.33,0.03,0.09,0.18,-0.05,-0.08,0.12,-0.29,0.20,0.21,1.00
