,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.06,0.42,0.07,0.34,0.13,-0.10,0.01,0.33,0.15,-0.20,0.30,-0.14,-0.16,-0.23
1,-0.06,1.00,-0.11,0.02,-0.00,0.07,0.13,-0.27,0.10,0.24,0.04,-0.04,0.03,-0.08,-0.04
2,0.42,-0.11,1.00,0.21,0.36,-0.04,-0.21,0.02,0.32,0.04,-0.35,0.17,-0.16,0.10,-0.09
3,0.07,0.02,0.21,1.00,-0.10,0.05,0.12,0.05,0.09,-0.06,0.07,-0.05,0.05,0.19,0.11
4,0.34,-0.00,0.36,-0.10,1.00,0.02,-0.23,0.06,0.25,0.30,-0.48,0.45,-0.14,-0.30,-0.27
5,0.13,0.07,-0.04,0.05,0.02,1.00,0.18,0.16,0.10,0.17,0.02,0.12,0.12,-0.08,-0.08
6,-0.10,0.13,-0.21,0.12,-0.23,0.18,1.00,0.11,-0.03,0.05,0.27,-0.09,0.29,0.10,0.07
7,0.01,-0.27,0.02,0.05,0.06,0.16,0.11,1.00,-0.10,0.00,0.02,0.08,0.21,0.10,0.18
8,0.33,0.10,0.32,0.09,0.25,0.10,-0.03,-0.10,1.00,0.11,-0.23,0.14,-0.11,0.05,-0.21
9,0.15,0.24,0.04,-0.06,0.30,0.17,0.05,0.00,0.11,1.00,-0.20,0.14,0.00,-0.22,-0.22
10,-0.20,0.04,-0.35,0.07,-0.48,0.02,0.27,0.02,-0.23,-0.20,1.00,-0.09,0.13,0.24,0.16
11,0.30,-0.04,0.17,-0.05,0.45,0.12,-0.09,0.08,0.14,0.14,-0.09,1.00,-0.08,-0.11,-0.30
12,-0.14,0.03,-0.16,0.05,-0.14,0.12,0.29,0.21,-0.11,0.00,0.13,-0.08,1.00,0.10,0.23
13,-0.16,-0.08,0.10,0.19,-0.30,-0.08,0.10,0.10,0.05,-0.22,0.24,-0.11,0.10,1.00,0.18
14,-0.23,-0.04,-0.09,0.11,-0.27,-0.08,0.07,0.18,-0.21,-0.22,0.16,-0.30,0.23,0.18,1.00
