,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.00,-0.38,-0.43,0.49,0.43,-0.39,0.01,-0.36,-0.25,0.15,0.38,0.48,0.41,-0.27,0.13,0.54,-0.06,0.33,0.06,0.27,0.10,0.06,0.24,-0.30,-0.12,0.15,-0.18,-0.11,-0.23,-0.21,0.21,0.08,0.04,0.04,-0.34,-0.30,0.12,-0.03,-0.24,-0.05,0.10,0.04,-0.27,0.24,-0.10,-0.14,0.12,-0.02,-0.14,-0.04
1,-0.38,1.00,0.23,-0.23,-0.05,0.17,-0.03,0.16,0.13,-0.01,-0.30,-0.25,-0.22,0.15,-0.14,-0.13,0.16,0.04,-0.11,-0.20,0.26,-0.07,0.17,0.18,0.06,-0.07,0.11,0.06,0.14,0.07,-0.03,-0.11,-0.04,-0.13,0.25,0.19,-0.04,0.01,0.14,0.08,0.01,0.02,0.10,-0.08,0.11,0.06,-0.03,0.02,0.11,0.01
2,-0.43,0.23,1.00,-0.28,-0.20,0.45,-0.28,0.43,0.52,-0.55,-0.50,-0.63,-0.44,0.41,-0.41,-0.17,0.15,-0.28,-0.31,-0.17,-0.11,-0.02,-0.17,0.19,0.12,-0.37,0.12,0.10,0.13,0.47,-0.39,-0.08,-0.04,-0.01,0.31,0.45,-0.08,-0.12,0.18,-0.17,-0.20,-0.10,0.25,-0.39,0.10,0.16,-0.20,0.02,0.23,-0.01
3,0.49,-0.23,-0.28,1.00,0.39,-0.20,-0.05,-0.16,-0.25,0.13,0.21,0.25,0.26,-0.10,0.02,0.35,-0.00,0.25,0.00,0.25,0.16,0.02,0.24,-0.11,-0.02,0.11,-0.14,-0.03,-0.13,-0.06,0.16,0.07,0.06,0.03,-0.19,-0.11,0.06,-0.06,-0.10,-0.02,0.08,-0.01,-0.07,0.21,-0.10,-0.15,0.03,0.01,-0.11,-0.00
4,0.43,-0.05,-0.20,0.39,1.00,-0.29,0.01,-0.26,-0.23,0.08,0.26,0.20,0.45,-0.15,0.04,0.33,-0.07,0.31,0.07,0.34,0.20,-0.05,0.29,-0.18,-0.10,-0.01,-0.12,-0.05,-0.13,-0.09,0.15,-0.00,-0.01,-0.02,-0.21,-0.18,0.09,-0.01,-0.10,-0.12,0.07,-0.04,-0.20,0.21,-0.06,-0.12,-0.02,-0.01,-0.06,-0.04
5,-0.39,0.17,0.45,-0.20,-0.29,1.00,0.12,0.40,0.33,-0.25,-0.39,-0.51,-0.36,0.39,-0.10,-0.17,0.09,-0.17,-0.21,-0.21,-0.07,-0.00,-0.12,0.29,0.17,-0.16,0.35,-0.09,0.39,0.30,-0.37,-0.08,-0.04,-0.00,0.36,0.27,-0.13,-0.05,0.33,-0.07,-0.15,-0.08,0.29,-0.33,0.06,0.03,-0.29,0.06,0.11,0.02
6,0.01,-0.03,-0.28,-0.05,0.01,0.12,1.00,0.03,0.07,0.29,0.18,-0.01,0.18,-0.17,0.36,0.10,0.09,0.12,0.14,0.00,0.01,-0.06,0.06,0.18,-0.17,0.20,0.29,-0.06,0.33,-0.23,-0.01,-0.12,-0.12,-0.07,0.02,-0.35,-0.02,0.02,0.01,-0.02,-0.02,-0.00,-0.11,0.02,0.01,-0.08,-0.11,-0.00,-0.03,-0.00
7,-0.36,0.16,0.43,-0.16,-0.26,0.40,0.03,1.00,0.30,-0.19,-0.38,-0.50,-0.36,0.42,-0.40,-0.19,0.20,-0.17,-0.19,-0.20,-0.11,-0.02,-0.09,0.52,-0.01,-0.10,0.09,0.16,0.30,0.17,-0.29,-0.07,-0.05,-0.03,0.27,0.30,-0.06,-0.09,0.19,-0.10,-0.15,-0.08,0.22,-0.31,0.03,0.07,-0.21,0.04,0.15,0.01
8,-0.25,0.13,0.52,-0.25,-0.23,0.33,0.07,0.30,1.00,-0.35,-0.21,-0.46,-0.36,0.14,-0.14,0.03,0.34,-0.20,-0.29,-0.13,-0.15,-0.06,-0.13,0.22,-0.21,-0.04,0.27,0.01,0.15,0.17,-0.30,-0.14,-0.11,-0.05,0.19,0.13,-0.06,-0.13,-0.05,-0.03,-0.21,-0.03,0.13,-0.36,0.09,0.10,-0.18,0.02,0.20,-0.02
9,0.15,-0.01,-0.55,0.13,0.08,-0.25,0.29,-0.19,-0.35,1.00,0.32,0.36,0.14,-0.22,0.39,0.06,-0.02,0.12,0.17,-0.03,0.07,-0.10,0.09,-0.02,-0.10,0.35,-0.06,0.07,0.13,-0.46,0.34,-0.11,-0.11,-0.16,-0.18,-0.37,0.05,0.08,-0.03,0.07,0.09,0.06,-0.17,0.24,-0.03,-0.11,0.12,-0.03,-0.16,-0.02
10,0.38,-0.30,-0.50,0.21,0.26,-0.39,0.18,-0.38,-0.21,0.32,1.00,0.44,0.45,-0.29,0.48,0.16,-0.13,0.22,0.38,0.26,0.02,-0.06,0.08,-0.21,-0.22,0.22,-0.08,0.03,-0.18,-0.24,0.24,0.01,-0.01,0.00,-0.30,-0.31,-0.04,-0.00,-0.22,0.15,0.00,0.02,-0.20,0.23,-0.16,-0.19,0.07,-0.04,-0.15,-0.02
