,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.32,0.56,-0.27,0.45,-0.12,-0.36,0.21,0.07,0.09,-0.36,0.36,-0.37,-0.18,-0.34
1,-0.32,1.00,-0.26,0.10,-0.22,0.01,0.22,-0.60,0.15,0.28,0.12,-0.31,0.03,-0.04,-0.05
2,0.56,-0.26,1.00,-0.13,0.34,-0.09,-0.27,0.17,0.14,-0.01,-0.40,0.13,-0.25,0.11,-0.12
3,-0.27,0.10,-0.13,1.00,-0.47,0.05,0.27,-0.11,-0.07,-0.14,0.34,-0.31,0.25,0.28,0.38
4,0.45,-0.22,0.34,-0.47,1.00,-0.18,-0.47,0.18,-0.02,0.15,-0.56,0.53,-0.44,-0.38,-0.44
5,-0.12,0.01,-0.09,0.05,-0.18,1.00,0.26,0.07,0.10,-0.08,0.06,-0.05,0.20,-0.04,0.04
6,-0.36,0.22,-0.27,0.27,-0.47,0.26,1.00,-0.18,-0.02,-0.01,0.33,-0.39,0.42,0.26,0.16
7,0.21,-0.60,0.17,-0.11,0.18,0.07,-0.18,1.00,-0.16,-0.07,-0.13,0.30,0.03,-0.00,0.07
8,0.07,0.15,0.14,-0.07,-0.02,0.10,-0.02,-0.16,1.00,-0.12,-0.24,0.00,-0.11,0.13,-0.11
9,0.09,0.28,-0.01,-0.14,0.15,-0.08,-0.01,-0.07,-0.12,1.00,-0.12,-0.03,-0.07,-0.24,-0.21
10,-0.36,0.12,-0.40,0.34,-0.56,0.06,0.33,-0.13,-0.24,-0.12,1.00,-0.26,0.31,0.11,0.29
11,0.36,-0.31,0.13,-0.31,0.53,-0.05,-0.39,0.30,0.00,-0.03,-0.26,1.00,-0.27,-0.31,-0.34
12,-0.37,0.03,-0.25,0.25,-0.44,0.20,0.42,0.03,-0.11,-0.07,0.31,-0.27,1.00,0.28,0.30
13,-0.18,-0.04,0.11,0.28,-0.38,-0.04,0.26,-0.00,0.13,-0.24,0.11,-0.31,0.28,1.00,0.27
14,-0.34,-0.05,-0.12,0.38,-0.44,0.04,0.16,0.07,-0.11,-0.21,0.29,-0.34,0.30,0.27,1.00
